day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
-2,4600,AMETHYSTS,9996,1,9995,29,,,10002,10,10004,1,10005,29,9999.0,0.0
-2,4700,AMETHYSTS,9996,2,9995,30,,,10004,2,10005,30,,,10000.0,0.0
-2,4800,AMETHYSTS,9998,6,9996,2,9995,22,10004,2,10005,22,,,10001.0,0.0
-2,4900,AMETHYSTS,9995,22,,,,,10002,7,10005,22,,,9998.5,0.0
-2,5000,AMETHYSTS,9998,3,9996,2,9995,28,10004,2,10005,28,,,10001.0,0.0
-2,5100,AMETHYSTS,9996,1,9995,30,,,10004,1,10005,30,,,10000.0,0.0
-2,5200,AMETHYSTS,9998,9,9996,1,9995,26,10004,1,10005,26,,,10001.0,0.0
-2,5300,AMETHYSTS,9996,1,9995,20,,,10004,1,10005,20,,,10000.0,0.0
-2,5400,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0
-2,5500,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
-2,5600,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0
-2,5700,AMETHYSTS,9998,2,9995,27,,,10005,27,,,,,10001.5,0.0
-2,5800,AMETHYSTS,9996,1,9995,30,,,10004,1,10005,30,,,10000.0,0.0
-2,5900,AMETHYSTS,9996,2,9995,28,,,10004,2,10005,28,,,10000.0,0.0
-2,6000,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
-2,6100,AMETHYSTS,9996,1,9995,24,,,10004,1,10005,24,,,10000.0,0.0
-2,6200,AMETHYSTS,9996,1,9995,21,,,10004,1,10005,21,,,10000.0,0.0
-2,6300,AMETHYSTS,9996,2,9995,23,,,10004,2,10005,23,,,10000.0,0.0
-2,6400,AMETHYSTS,9996,1,9995,24,,,10004,1,10005,24,,,10000.0,0.0
-2,6500,AMETHYSTS,9996,1,9995,26,,,9998,1,10004,1,10005,26,9997.0,0.0
-2,6600,AMETHYSTS,9996,2,9995,24,,,10004,2,10005,24,,,10000.0,0.0
-2,6700,AMETHYSTS,9995,20,,,,,10002,3,10005,20,,,9998.5,0.0
-2,6800,AMETHYSTS,9996,2,9995,30,,,10004,2,10005,30,,,10000.0,0.0
-2,6900,AMETHYSTS,9996,1,9995,26,,,10002,5,10004,1,10005,26,9999.0,0.0
-2,7000,AMETHYSTS,9998,2,9995,27,,,10005,27,,,,,10001.5,0.0
-2,7100,AMETHYSTS,9996,1,9995,29,,,10004,1,10005,29,,,10000.0,0.0
-2,7200,AMETHYSTS,9998,5,9996,1,9995,27,10004,1,10005,27,,,10001.0,0.0
-2,7300,AMETHYSTS,10002,1,9996,2,9995,29,10004,2,10005,29,,,10003.0,0.0
-2,7400,AMETHYSTS,9996,1,9995,22,,,10004,1,10005,22,,,10000.0,0.0
-2,7500,AMETHYSTS,9995,25,,,,,10002,10,10005,25,,,9998.5,0.0
-2,7600,AMETHYSTS,9996,2,9995,20,,,10004,2,10005,20,,,10000.0,0.0
-2,7700,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
-2,7800,AMETHYSTS,9998,3,9996,1,9995,22,10004,1,10005,22,,,10001.0,0.0
-2,7900,AMETHYSTS,9996,1,9995,26,,,10004,1,10005,26,,,10000.0,0.0
-2,8000,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
-2,8100,AMETHYSTS,9996,1,9995,22,,,10004,1,10005,22,,,10000.0,0.0
-2,8200,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0
-2,8300,AMETHYSTS,9996,1,9995,29,,,10004,1,10005,29,,,10000.0,0.0
-2,8400,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0
-2,8500,AMETHYSTS,9998,10,9996,2,9995,29,10004,2,10005,29,,,10001.0,0.0
-2,8600,AMETHYSTS,9996,1,9995,22,,,10004,1,10005,22,,,10000.0,0.0
-2,8700,AMETHYSTS,9998,10,9995,27,,,10005,27,,,,,10001.5,0.0
-2,8800,AMETHYSTS,9995,25,,,,,9998,1,10005,25,,,9996.5,0.0
-2,8900,AMETHYSTS,9998,9,9995,26,,,10005,26,,,,,10001.5,0.0
-2,9000,AMETHYSTS,9996,2,9995,29,,,10004,2,10005,29,,,10000.0,0.0
-2,9100,AMETHYSTS,9998,3,9996,2,9995,27,10004,2,10005,27,,,10001.0,0.0
-2,9200,AMETHYSTS,9998,10,9995,27,,,10005,27,,,,,10001.5,0.0
-2,9300,AMETHYSTS,9996,1,9995,20,,,10004,1,10005,20,,,10000.0,0.0
-2,9400,AMETHYSTS,9998,2,9996,2,9995,21,10004,2,10005,21,,,10001.0,0.0
-2,9500,AMETHYSTS,9996,1,9995,30,,,10004,1,10005,30,,,10000.0,0.0
-2,9600,AMETHYSTS,9996,1,9995,30,,,10004,1,10005,30,,,10000.0,0.0
-2,9700,AMETHYSTS,9995,22,,,,,10002,1,10005,22,,,9998.5,0.0
-2,9800,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
-2,9900,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,0.0
-2,10000,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0
-2,10100,AMETHYSTS,9996,1,9995,24,,,10002,3,10004,1,10005,24,9999.0,0.0
-2,10200,AMETHYSTS,9996,2,9995,26,,,10004,2,10005,26,,,10000.0,0.0
-2,10300,AMETHYSTS,9998,4,9995,27,,,10005,27,,,,,10001.5,0.0
-2,10400,AMETHYSTS,10002,1,9996,1,9995,28,10004,1,10005,28,,,10003.0,0.0
-2,10500,AMETHYSTS,9998,4,9996,2,9995,29,10004,2,10005,29,,,10001.0,0.0
-2,10600,AMETHYSTS,9996,2,9995,29,,,10000,4,10004,2,10005,29,9998.0,0.0
-2,10700,AMETHYSTS,9998,8,9995,28,,,10005,28,,,,,10001.5,0.0
-2,10800,AMETHYSTS,9998,5,9996,2,9995,22,10004,2,10005,22,,,10001.0,0.0
-2,10900,AMETHYSTS,9996,1,9995,27,,,10004,1,10005,27,,,10000.0,0.0
-2,11000,AMETHYSTS,9995,24,,,,,10002,7,10005,24,,,9998.5,0.0
-2,11100,AMETHYSTS,9998,3,9995,21,,,10005,21,,,,,10001.5,0.0
-2,11200,AMETHYSTS,9996,2,9995,21,,,10002,7,10004,2,10005,21,9999.0,0.0
-2,11300,AMETHYSTS,9996,1,9995,21,,,10004,1,10005,21,,,10000.0,0.0
-2,11400,AMETHYSTS,9996,1,9995,25,,,10004,1,10005,25,,,10000.0,0.0
-2,11500,AMETHYSTS,9996,1,9995,25,,,10002,7,10004,1,10005,25,9999.0,0.0
-2,11600,AMETHYSTS,9996,2,9995,27,,,10002,2,10004,2,10005,27,9999.0,0.0
-2,11700,AMETHYSTS,9996,2,9995,21,,,10004,2,10005,21,,,10000.0,0.0
-2,11800,AMETHYSTS,9998,10,9995,29,,,10000,5,10005,29,,,9999.0,0.0
-2,11900,AMETHYSTS,9996,2,9995,30,,,10004,2,10005,30,,,10000.0,0.0
-2,12000,AMETHYSTS,10002,1,9995,20,,,10005,20,,,,,10003.5,0.0
-2,12100,AMETHYSTS,9996,2,9995,25,,,10004,2,10005,25,,,10000.0,0.0
-2,12200,AMETHYSTS,9996,2,9995,28,,,10004,2,10005,28,,,10000.0,0.0
-2,12300,AMETHYSTS,9998,6,9996,1,9995,28,10004,1,10005,28,,,10001.0,0.0
-2,12400,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
-2,12500,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0
-2,12600,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
-2,12700,AMETHYSTS,9996,2,9995,20,,,10004,2,10005,20,,,10000.0,0.0
-2,12800,AMETHYSTS,9996,2,9995,20,,,10004,2,10005,20,,,10000.0,0.0
-2,12900,AMETHYSTS,9996,1,9995,28,,,10002,3,10004,1,10005,28,9999.0,0.0
-2,13000,AMETHYSTS,10002,1,9995,20,,,10005,20,,,,,10003.5,0.0
-2,13100,AMETHYSTS,9996,1,9995,25,,,10004,1,10005,25,,,10000.0,0.0
-2,13200,AMETHYSTS,9998,2,9995,22,,,10005,22,,,,,10001.5,0.0
-2,13300,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
-2,13400,AMETHYSTS,9996,2,9995,30,,,10004,2,10005,30,,,10000.0,0.0
-2,13500,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
-2,13600,AMETHYSTS,9995,25,,,,,10002,10,10005,25,,,9998.5,0.0
-2,13700,AMETHYSTS,9996,1,9995,20,,,9998,4,10004,1,10005,20,9997.0,0.0
-2,13800,AMETHYSTS,9996,2,9995,20,,,10004,2,10005,20,,,10000.0,0.0
-2,13900,AMETHYSTS,9996,2,9995,20,,,10000,6,10004,2,10005,20,9998.0,0.0
-2,14000,AMETHYSTS,9998,5,9996,2,9995,27,10004,2,10005,27,,,10001.0,0.0
-2,14100,AMETHYSTS,9996,2,9995,23,,,10004,2,10005,23,,,10000.0,0.0
-2,14200,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0
-2,14300,AMETHYSTS,9996,2,9995,27,,,10004,2,10005,27,,,10000.0,0.0
-2,14400,AMETHYSTS,9996,1,9995,29,,,10004,1,10005,29,,,10000.0,0.0
-2,14500,AMETHYSTS,9995,24,,,,,10002,1,10005,24,,,9998.5,0.0
-2,14600,AMETHYSTS,9996,2,9995,26,,,10000,2,10004,2,10005,26,9998.0,0.0
-2,14700,AMETHYSTS,9995,30,,,,,10002,7,10005,30,,,9998.5,0.0
-2,14800,AMETHYSTS,9995,28,,,,,10002,6,10005,28,,,9998.5,0.0
-2,14900,AMETHYSTS,10000,4,9995,26,,,10005,26,,,,,10002.5,0.0
-2,15000,AMETHYSTS,9998,1,9995,25,,,10005,25,,,,,10001.5,0.0
-2,15100,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
-2,15200,AMETHYSTS,9998,6,9995,27,,,10005,27,,,,,10001.5,0.0
-2,15300,AMETHYSTS,9995,26,,,,,10002,1,10005,26,,,9998.5,0.0
-2,15400,AMETHYSTS,9996,2,9995,28,,,9998,1,10004,2,10005,28,9997.0,0.0
-2,15500,AMETHYSTS,10002,1,9996,2,9995,29,10004,2,10005,29,,,10003.0,0.0
-2,15600,AMETHYSTS,9996,2,9995,24,,,10004,2,10005,24,,,10000.0,0.0
-2,15700,AMETHYSTS,10002,5,9996,1,9995,24,10004,1,10005,24,,,10003.0,0.0
-2,15800,AMETHYSTS,9998,10,9996,2,9995,20,10004,2,10005,20,,,10001.0,0.0
-2,15900,AMETHYSTS,9996,2,9995,29,,,10000,6,10004,2,10005,29,9998.0,0.0
-2,16000,AMETHYSTS,9996,2,9995,27,,,10002,6,10004,2,10005,27,9999.0,0.0
-2,16100,AMETHYSTS,9995,21,,,,,10000,2,10002,10,10005,21,9997.5,0.0
-2,16200,AMETHYSTS,9995,24,,,,,9998,1,10005,24,,,9996.5,0.0
-2,16300,AMETHYSTS,9996,1,9995,22,,,10004,1,10005,22,,,10000.0,0.0
-2,16400,AMETHYSTS,9996,2,9995,30,,,10002,3,10004,2,10005,30,9999.0,0.0
-2,16500,AMETHYSTS,9996,2,9995,21,,,10002,7,10004,2,10005,21,9999.0,0.0
-2,16600,AMETHYSTS,9998,4,9996,2,9995,28,10004,2,10005,28,,,10001.0,0.0
-2,16700,AMETHYSTS,10002,1,9995,26,,,10005,26,,,,,10003.5,0.0
-2,16800,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
-2,16900,AMETHYSTS,9996,1,9995,25,,,10004,1,10005,25,,,10000.0,0.0
-2,17000,AMETHYSTS,9998,9,9995,29,,,10005,29,,,,,10001.5,0.0
-2,17100,AMETHYSTS,9996,2,9995,21,,,10004,2,10005,21,,,10000.0,0.0
-2,17200,AMETHYSTS,9998,3,9996,2,9995,22,10004,2,10005,22,,,10001.0,0.0
-2,17300,AMETHYSTS,9996,2,9995,23,,,10002,9,10004,2,10005,23,9999.0,0.0
-2,17400,AMETHYSTS,10000,6,9998,7,9995,28,10005,28,,,,,10002.5,0.0
-2,17500,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
-2,17600,AMETHYSTS,9998,6,9995,30,,,10005,30,,,,,10001.5,0.0
-2,17700,AMETHYSTS,9996,2,9995,27,,,10004,2,10005,27,,,10000.0,0.0
-2,17800,AMETHYSTS,9996,2,9995,24,,,10002,5,10004,2,10005,24,9999.0,0.0
-2,17900,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0
-2,18000,AMETHYSTS,9996,2,9995,25,,,10004,2,10005,25,,,10000.0,0.0
-2,18100,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0
-2,18200,AMETHYSTS,9996,1,9995,25,,,10004,1,10005,25,,,10000.0,0.0
-2,18300,AMETHYSTS,9996,2,9995,23,,,10004,2,10005,23,,,10000.0,0.0
-2,18400,AMETHYSTS,9996,2,9995,23,,,10004,2,10005,23,,,10000.0,0.0
-2,18500,AMETHYSTS,9995,29,,,,,10000,2,10005,29,,,9997.5,0.0
-2,18600,AMETHYSTS,10002,1,9995,20,,,10005,20,,,,,10003.5,0.0
-2,18700,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
-2,18800,AMETHYSTS,9996,2,9995,26,,,10004,2,10005,26,,,10000.0,0.0
-2,18900,AMETHYSTS,9998,2,9995,22,,,10005,22,,,,,10001.5,0.0
-2,19000,AMETHYSTS,9996,2,9995,26,,,10004,2,10005,26,,,10000.0,0.0
-2,19100,AMETHYSTS,9996,2,9995,26,,,10004,2,10005,26,,,10000.0,0.0
-2,19200,AMETHYSTS,9996,1,9995,20,,,9998,1,10004,1,10005,20,9997.0,0.0
-2,19300,AMETHYSTS,9996,2,9995,21,,,10004,2,10005,21,,,10000.0,0.0
-2,19400,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
-2,19500,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0
-2,19600,AMETHYSTS,9996,2,9995,27,,,10004,2,10005,27,,,10000.0,0.0
-2,19700,AMETHYSTS,10002,1,9996,2,9995,30,10004,2,10005,30,,,10003.0,0.0
-2,19800,AMETHYSTS,9996,2,9995,29,,,10004,2,10005,29,,,10000.0,0.0
-2,19900,AMETHYSTS,9996,2,9995,30,,,10004,2,10005,30,,,10000.0,0.0
-2,20000,AMETHYSTS,9995,27,,,,,10002,4,10005,27,,,9998.5,0.0
-2,20100,AMETHYSTS,10002,1,9996,1,9995,30,10004,1,10005,30,,,10003.0,0.0
-2,20200,AMETHYSTS,9995,29,,,,,9998,1,10005,29,,,9996.5,0.0
-2,20300,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
-2,20400,AMETHYSTS,9996,1,9995,28,,,10000,4,10004,1,10005,28,9998.0,0.0
-2,20500,AMETHYSTS,10000,3,9996,2,9995,30,10004,2,10005,30,,,10002.0,0.0
-2,20600,AMETHYSTS,9996,2,9995,26,,,10004,2,10005,26,,,10000.0,0.0
-2,20700,AMETHYSTS,10002,1,10000,6,9998,4,10005,22,,,,,10003.5,0.0
-2,20800,AMETHYSTS,9996,2,9995,22,,,10004,2,10005,22,,,10000.0,0.0
-2,20900,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0
-2,21000,AMETHYSTS,9996,2,9995,26,,,10004,2,10005,26,,,10000.0,0.0
-2,21100,AMETHYSTS,9996,2,9995,22,,,10004,2,10005,22,,,10000.0,0.0
-2,21200,AMETHYSTS,9995,22,,,,,9998,1,10005,22,,,9996.5,0.0
-2,21300,AMETHYSTS,9996,1,9995,29,,,10002,7,10004,1,10005,29,9999.0,0.0
-2,21400,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0
-2,21500,AMETHYSTS,9996,1,9995,20,,,10004,1,10005,20,,,10000.0,0.0
-2,21600,AMETHYSTS,10002,12,9996,2,9995,25,10004,2,10005,25,,,10003.0,0.0
-2,21700,AMETHYSTS,9998,8,9996,2,9995,29,10004,2,10005,29,,,10001.0,0.0
-2,21800,AMETHYSTS,9996,2,9995,22,,,10004,2,10005,22,,,10000.0,0.0
-2,21900,AMETHYSTS,10002,3,9996,1,9995,21,10004,1,10005,21,,,10003.0,0.0
-2,22000,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0
-2,22100,AMETHYSTS,9996,2,9995,22,,,10002,7,10004,2,10005,22,9999.0,0.0
-2,22200,AMETHYSTS,9998,6,9996,1,9995,20,10004,1,10005,20,,,10001.0,0.0
-2,22300,AMETHYSTS,9996,1,9995,28,,,10004,1,10005,28,,,10000.0,0.0
-2,22400,AMETHYSTS,9996,2,9995,27,,,9998,1,10004,2,10005,27,9997.0,0.0
-2,22500,AMETHYSTS,9996,2,9995,29,,,10004,2,10005,29,,,10000.0,0.0
-2,22600,AMETHYSTS,10000,6,9998,6,9996,2,10004,2,10005,20,,,10002.0,0.0
-2,22700,AMETHYSTS,9996,2,9995,24,,,10004,2,10005,24,,,10000.0,0.0
-2,22800,AMETHYSTS,9996,1,9995,27,,,9998,2,10004,1,10005,27,9997.0,0.0
-2,22900,AMETHYSTS,9996,2,9995,30,,,10002,8,10004,2,10005,30,9999.0,0.0
-2,23000,AMETHYSTS,9996,1,9995,21,,,10004,1,10005,21,,,10000.0,0.0
-2,23100,AMETHYSTS,9998,8,9995,23,,,10005,23,,,,,10001.5,0.0
-2,23200,AMETHYSTS,9998,5,9996,2,9995,29,10004,2,10005,29,,,10001.0,0.0
-2,23300,AMETHYSTS,9996,1,9995,29,,,10004,1,10005,29,,,10000.0,0.0
-2,23400,AMETHYSTS,9996,1,9995,29,,,10004,1,10005,29,,,10000.0,0.0
-2,23500,AMETHYSTS,9998,8,9996,2,9995,28,10004,2,10005,28,,,10001.0,0.0
-2,23600,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
-2,23700,AMETHYSTS,10002,1,9996,2,9995,21,10004,2,10005,21,,,10003.0,0.0
-2,23800,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
-2,23900,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
-2,24000,AMETHYSTS,9998,9,9995,29,,,10005,29,,,,,10001.5,0.0
-2,24100,AMETHYSTS,9996,1,9995,25,,,10004,1,10005,25,,,10000.0,0.0
-2,24200,AMETHYSTS,9996,2,9995,28,,,10002,6,10004,2,10005,28,9999.0,0.0
-2,24300,AMETHYSTS,9996,2,9995,24,,,10002,1,10004,2,10005,24,9999.0,0.0
-2,24400,AMETHYSTS,10002,1,9998,4,9996,1,10004,1,10005,21,,,10003.0,0.0
-2,24500,AMETHYSTS,10002,1,9996,1,9995,25,10004,1,10005,25,,,10003.0,0.0
-2,24600,AMETHYSTS,9995,24,,,,,9998,2,10005,24,,,9996.5,0.0
-2,24700,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,0.0
-2,24800,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0
-2,24900,AMETHYSTS,10002,1,9996,1,9995,22,10004,1,10005,22,,,10003.0,0.0
-2,25000,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0
-2,25100,AMETHYSTS,10002,1,9995,25,,,10005,25,,,,,10003.5,0.0
-2,25200,AMETHYSTS,9996,1,9995,24,,,9998,5,10004,1,10005,24,9997.0,0.0
-2,25300,AMETHYSTS,9996,2,9995,22,,,10004,2,10005,22,,,10000.0,0.0
-2,25400,AMETHYSTS,9996,1,9995,29,,,10004,1,10005,29,,,10000.0,0.0
-2,25500,AMETHYSTS,9996,1,9995,20,,,9998,6,10002,9,10004,1,9997.0,0.0
-2,25600,AMETHYSTS,9996,1,9995,22,,,10002,7,10004,1,10005,22,9999.0,0.0
-2,25700,AMETHYSTS,9996,2,9995,30,,,10004,2,10005,30,,,10000.0,0.0
-2,25800,AMETHYSTS,10002,4,9995,24,,,10005,24,,,,,10003.5,0.0
-2,25900,AMETHYSTS,9996,2,9995,23,,,10004,2,10005,23,,,10000.0,0.0
-2,26000,AMETHYSTS,9996,2,9995,27,,,10004,2,10005,27,,,10000.0,0.0
-2,26100,AMETHYSTS,9998,7,9995,20,,,10005,20,,,,,10001.5,0.0
-2,26200,AMETHYSTS,9996,1,9995,22,,,10004,1,10005,22,,,10000.0,0.0
-2,26300,AMETHYSTS,9996,1,9995,29,,,9998,1,10004,1,10005,29,9997.0,0.0
-2,26400,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
-2,26500,AMETHYSTS,9996,1,9995,23,,,10004,1,10005,23,,,10000.0,0.0
-2,26600,AMETHYSTS,9996,2,9995,28,,,9998,1,10004,2,10005,28,9997.0,0.0
-2,26700,AMETHYSTS,9998,2,9996,1,9995,23,10004,1,10005,23,,,10001.0,0.0
-2,26800,AMETHYSTS,9996,2,9995,28,,,10004,2,10005,28,,,10000.0,0.0
-2,26900,AMETHYSTS,10002,1,9995,30,,,10005,30,,,,,10003.5,0.0
-2,27000,AMETHYSTS,9995,28,,,,,10002,1,10005,28,,,9998.5,0.0
-2,27100,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
-2,27200,AMETHYSTS,9998,2,9995,21,,,10005,21,,,,,10001.5,0.0
-2,27300,AMETHYSTS,9996,2,9995,29,,,10004,2,10005,29,,,10000.0,0.0
-2,27400,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0
-2,27500,AMETHYSTS,9996,1,9995,22,,,10004,1,10005,22,,,10000.0,0.0
-2,27600,AMETHYSTS,9998,5,9995,24,,,10005,24,,,,,10001.5,0.0
-2,27700,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
-2,27800,AMETHYSTS,9998,9,9996,2,9995,26,10004,2,10005,26,,,10001.0,0.0
-2,27900,AMETHYSTS,9996,2,9995,27,,,10002,4,10004,2,10005,27,9999.0,0.0
-2,28000,AMETHYSTS,9998,2,9995,28,,,10005,28,,,,,10001.5,0.0
-2,28100,AMETHYSTS,9996,2,9995,24,,,10004,2,10005,24,,,10000.0,0.0
-2,28200,AMETHYSTS,9996,1,9995,25,,,9998,2,10004,1,10005,25,9997.0,0.0
-2,28300,AMETHYSTS,9996,1,9995,23,,,10004,1,10005,23,,,10000.0,0.0
-2,28400,AMETHYSTS,9996,2,9995,23,,,10004,2,10005,23,,,10000.0,0.0
-2,28500,AMETHYSTS,9998,10,9995,23,,,10005,23,,,,,10001.5,0.0
-2,28600,AMETHYSTS,10002,1,9996,2,9995,21,10004,2,10005,21,,,10003.0,0.0
-2,28700,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
-2,28800,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
-2,28900,AMETHYSTS,9998,7,9996,1,9995,21,10004,1,10005,21,,,10001.0,0.0
-2,29000,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
