timestamp,buyer,seller,symbol,currency,price,quantity
74900,,,AMETHYSTS,SEASHELLS,10002,1
75000,,,AMETHYSTS,SEASHELLS,9995,9
75000,,,AMETHYSTS,SEASHELLS,9998,1
75500,,,AMETHYSTS,SEASHELLS,9996,2
75600,,,AMETHYSTS,SEASHELLS,10002,1
76100,,,AMETHYSTS,SEASHELLS,9998,1
77000,,,AMETHYSTS,SEASHELLS,10002,2
77900,,,AMETHYSTS,SEASHELLS,10002,3
78100,,,AMETHYSTS,SEASHELLS,10002,1
78500,,,AMETHYSTS,SEASHELLS,10004,10
78500,,,AMETHYSTS,SEASHELLS,10004,1
78800,,,AMETHYSTS,SEASHELLS,10002,1
78900,,,AMETHYSTS,SEASHELLS,10002,1
79200,,,AMETHYSTS,SEASHELLS,9998,3
79900,,,AMETHYSTS,SEASHELLS,9998,3
81400,,,AMETHYSTS,SEASHELLS,10004,1
81800,,,AMETHYSTS,SEASHELLS,10002,1
81900,,,AMETHYSTS,SEASHELLS,9998,1
82800,,,AMETHYSTS,SEASHELLS,10002,1
83100,,,AMETHYSTS,SEASHELLS,9998,1
84100,,,AMETHYSTS,SEASHELLS,9996,8
84100,,,AMETHYSTS,SEASHELLS,9996,1
84200,,,AMETHYSTS,SEASHELLS,9996,2
84200,,,AMETHYSTS,SEASHELLS,9996,1
84300,,,AMETHYSTS,SEASHELLS,10004,2
85900,,,AMETHYSTS,SEASHELLS,9998,1
86100,,,AMETHYSTS,SEASHELLS,10002,1
86700,,,AMETHYSTS,SEASHELLS,9998,1
87200,,,AMETHYSTS,SEASHELLS,9996,1
87900,,,AMETHYSTS,SEASHELLS,10005,1
88000,,,AMETHYSTS,SEASHELLS,9996,2
89100,,,AMETHYSTS,SEASHELLS,9998,1
89200,,,AMETHYSTS,SEASHELLS,10002,1
89600,,,AMETHYSTS,SEASHELLS,9996,1
89900,,,AMETHYSTS,SEASHELLS,9995,2
90000,,,AMETHYSTS,SEASHELLS,9998,1
90100,,,AMETHYSTS,SEASHELLS,10002,3
90300,,,AMETHYSTS,SEASHELLS,9998,1
91100,,,AMETHYSTS,SEASHELLS,9996,1
91200,,,AMETHYSTS,SEASHELLS,9995,1
91700,,,AMETHYSTS,SEASHELLS,9998,1
92100,,,AMETHYSTS,SEASHELLS,9998,1
92200,,,AMETHYSTS,SEASHELLS,9996,1
92700,,,AMETHYSTS,SEASHELLS,10002,1
92700,,,AMETHYSTS,SEASHELLS,10002,2
92900,,,AMETHYSTS,SEASHELLS,9998,1
93400,,,AMETHYSTS,SEASHELLS,9998,3
93600,,,AMETHYSTS,SEASHELLS,10004,1
93800,,,AMETHYSTS,SEASHELLS,9998,1
94200,,,AMETHYSTS,SEASHELLS,10002,1
94300,,,AMETHYSTS,SEASHELLS,10002,1
94400,,,AMETHYSTS,SEASHELLS,10005,1
94600,,,AMETHYSTS,SEASHELLS,9998,1
95000,,,AMETHYSTS,SEASHELLS,10004,1
95000,,,AMETHYSTS,SEASHELLS,10005,1
95700,,,AMETHYSTS,SEASHELLS,10002,1
95800,,,AMETHYSTS,SEASHELLS,10005,7
96000,,,AMETHYSTS,SEASHELLS,9996,1
96200,,,AMETHYSTS,SEASHELLS,9998,5
96800,,,AMETHYSTS,SEASHELLS,10002,3
97100,,,AMETHYSTS,SEASHELLS,9995,1
97600,,,AMETHYSTS,SEASHELLS,10002,7
98800,,,AMETHYSTS,SEASHELLS,10002,1
99400,,,AMETHYSTS,SEASHELLS,10005,2
100000,,,AMETHYSTS,SEASHELLS,10004,1
100200,,,AMETHYSTS,SEASHELLS,9998,1
100500,,,AMETHYSTS,SEASHELLS,9995,8
100700,,,AMETHYSTS,SEASHELLS,10002,1
101200,,,AMETHYSTS,SEASHELLS,10005,2
101500,,,AMETHYSTS,SEASHELLS,10004,2
101500,,,AMETHYSTS,SEASHELLS,9998,3
102200,,,AMETHYSTS,SEASHELLS,10005,2
102300,,,AMETHYSTS,SEASHELLS,9998,4
102600,,,AMETHYSTS,SEASHELLS,9998,1
102600,,,AMETHYSTS,SEASHELLS,9998,2
102700,,,AMETHYSTS,SEASHELLS,10005,6
103400,,,AMETHYSTS,SEASHELLS,10002,1
104700,,,AMETHYSTS,SEASHELLS,10002,1
104900,,,AMETHYSTS,SEASHELLS,10004,1
105400,,,AMETHYSTS,SEASHELLS,10002,1
106100,,,AMETHYSTS,SEASHELLS,9996,2
106100,,,AMETHYSTS,SEASHELLS,9996,5
106300,,,AMETHYSTS,SEASHELLS,9998,1
106500,,,AMETHYSTS,SEASHELLS,10005,10
106600,,,AMETHYSTS,SEASHELLS,9998,2
107400,,,AMETHYSTS,SEASHELLS,9995,1
108100,,,AMETHYSTS,SEASHELLS,9998,1
108600,,,AMETHYSTS,SEASHELLS,9998,1
108600,,,AMETHYSTS,SEASHELLS,9998,3
110000,,,AMETHYSTS,SEASHELLS,9996,1
110400,,,AMETHYSTS,SEASHELLS,10005,10
111000,,,AMETHYSTS,SEASHELLS,9998,1
111100,,,AMETHYSTS,SEASHELLS,9998,4
112100,,,AMETHYSTS,SEASHELLS,9998,5
113000,,,AMETHYSTS,SEASHELLS,10002,6
113800,,,AMETHYSTS,SEASHELLS,10002,1
114400,,,AMETHYSTS,SEASHELLS,10002,2
115300,,,AMETHYSTS,SEASHELLS,9998,1
116200,,,AMETHYSTS,SEASHELLS,9995,1
116800,,,AMETHYSTS,SEASHELLS,10002,3
116900,,,AMETHYSTS,SEASHELLS,9996,1
116900,,,AMETHYSTS,SEASHELLS,9996,7
118100,,,AMETHYSTS,SEASHELLS,10002,1
119300,,,AMETHYSTS,SEASHELLS,9998,1
119800,,,AMETHYSTS,SEASHELLS,10000,1
120000,,,AMETHYSTS,SEASHELLS,10002,1
120300,,,AMETHYSTS,SEASHELLS,9996,2
120500,,,AMETHYSTS,SEASHELLS,10002,1
121500,,,AMETHYSTS,SEASHELLS,10002,1
121800,,,AMETHYSTS,SEASHELLS,10002,1
123000,,,AMETHYSTS,SEASHELLS,9998,1
123700,,,AMETHYSTS,SEASHELLS,10002,6
123800,,,AMETHYSTS,SEASHELLS,9998,1
124000,,,AMETHYSTS,SEASHELLS,10005,2
125200,,,AMETHYSTS,SEASHELLS,10002,4
125400,,,AMETHYSTS,SEASHELLS,9998,1
126300,,,AMETHYSTS,SEASHELLS,9995,2
126400,,,AMETHYSTS,SEASHELLS,9995,2
126700,,,AMETHYSTS,SEASHELLS,10002,2
127000,,,AMETHYSTS,SEASHELLS,9995,2
127400,,,AMETHYSTS,SEASHELLS,10005,2
127900,,,AMETHYSTS,SEASHELLS,10004,2
127900,,,AMETHYSTS,SEASHELLS,10004,7
128200,,,AMETHYSTS,SEASHELLS,10002,1
128400,,,AMETHYSTS,SEASHELLS,9996,1
128700,,,AMETHYSTS,SEASHELLS,10005,6
128900,,,AMETHYSTS,SEASHELLS,10002,2
130300,,,AMETHYSTS,SEASHELLS,10002,1
132100,,,AMETHYSTS,SEASHELLS,9998,3
132100,,,AMETHYSTS,SEASHELLS,9998,1
132300,,,AMETHYSTS,SEASHELLS,10002,4
132400,,,AMETHYSTS,SEASHELLS,10004,1
132500,,,AMETHYSTS,SEASHELLS,9998,1
133100,,,AMETHYSTS,SEASHELLS,10002,5
133100,,,AMETHYSTS,SEASHELLS,10004,1
133100,,,AMETHYSTS,SEASHELLS,10004,4
133200,,,AMETHYSTS,SEASHELLS,9996,1
133400,,,AMETHYSTS,SEASHELLS,9998,2
134100,,,AMETHYSTS,SEASHELLS,9998,2
134200,,,AMETHYSTS,SEASHELLS,10002,1
134300,,,AMETHYSTS,SEASHELLS,10002,1
134600,,,AMETHYSTS,SEASHELLS,10004,1
134700,,,AMETHYSTS,SEASHELLS,10002,4
134700,,,AMETHYSTS,SEASHELLS,10004,1
134900,,,AMETHYSTS,SEASHELLS,9998,1
135600,,,AMETHYSTS,SEASHELLS,10002,1
135900,,,AMETHYSTS,SEASHELLS,10005,2
136000,,,AMETHYSTS,SEASHELLS,9998,1
136300,,,AMETHYSTS,SEASHELLS,10002,1
136500,,,AMETHYSTS,SEASHELLS,10004,2
137000,,,AMETHYSTS,SEASHELLS,9996,1
137100,,,AMETHYSTS,SEASHELLS,10002,3
137400,,,AMETHYSTS,SEASHELLS,10002,3
137700,,,AMETHYSTS,SEASHELLS,9998,2
137900,,,AMETHYSTS,SEASHELLS,10004,1
138100,,,AMETHYSTS,SEASHELLS,9996,2
138100,,,AMETHYSTS,SEASHELLS,9996,7
138300,,,AMETHYSTS,SEASHELLS,9995,7
139400,,,AMETHYSTS,SEASHELLS,10002,5
139400,,,AMETHYSTS,SEASHELLS,10004,1
139600,,,AMETHYSTS,SEASHELLS,9998,1
141600,,,AMETHYSTS,SEASHELLS,10002,1
142800,,,AMETHYSTS,SEASHELLS,9998,2
143100,,,AMETHYSTS,SEASHELLS,10002,1
143600,,,AMETHYSTS,SEASHELLS,9995,1
144600,,,AMETHYSTS,SEASHELLS,10002,2
145000,,,AMETHYSTS,SEASHELLS,9998,1
145300,,,AMETHYSTS,SEASHELLS,9998,3
145400,,,AMETHYSTS,SEASHELLS,9998,1
145500,,,AMETHYSTS,SEASHELLS,10002,1
145700,,,AMETHYSTS,SEASHELLS,10004,8
145700,,,AMETHYSTS,SEASHELLS,10004,2
146300,,,AMETHYSTS,SEASHELLS,9998,1
146500,,,AMETHYSTS,SEASHELLS,10005,1
146600,,,AMETHYSTS,SEASHELLS,10000,4
147700,,,AMETHYSTS,SEASHELLS,10002,1
148700,,,AMETHYSTS,SEASHELLS,10005,2
149800,,,AMETHYSTS,SEASHELLS,10002,2
149800,,,AMETHYSTS,SEASHELLS,10002,3
150000,,,AMETHYSTS,SEASHELLS,9996,1
150200,,,AMETHYSTS,SEASHELLS,9998,1
150500,,,AMETHYSTS,SEASHELLS,10002,1
151600,,,AMETHYSTS,SEASHELLS,10002,3
152300,,,AMETHYSTS,SEASHELLS,10004,2
153000,,,AMETHYSTS,SEASHELLS,9995,3
153500,,,AMETHYSTS,SEASHELLS,9998,1
154300,,,AMETHYSTS,SEASHELLS,9996,1
154800,,,AMETHYSTS,SEASHELLS,10002,1
155200,,,AMETHYSTS,SEASHELLS,10002,1
155500,,,AMETHYSTS,SEASHELLS,9998,1
155700,,,AMETHYSTS,SEASHELLS,10005,1
156500,,,AMETHYSTS,SEASHELLS,10002,3
156600,,,AMETHYSTS,SEASHELLS,9996,1
157400,,,AMETHYSTS,SEASHELLS,10002,10
158200,,,AMETHYSTS,SEASHELLS,10002,1
158300,,,AMETHYSTS,SEASHELLS,9998,7
159200,,,AMETHYSTS,SEASHELLS,9995,9
160000,,,AMETHYSTS,SEASHELLS,10004,2
160300,,,AMETHYSTS,SEASHELLS,9998,1
160400,,,AMETHYSTS,SEASHELLS,9998,1
160600,,,AMETHYSTS,SEASHELLS,10002,1
161600,,,AMETHYSTS,SEASHELLS,9998,1
162900,,,AMETHYSTS,SEASHELLS,9995,4
163500,,,AMETHYSTS,SEASHELLS,10002,3
163900,,,AMETHYSTS,SEASHELLS,9996,1
164800,,,AMETHYSTS,SEASHELLS,10004,6
164800,,,AMETHYSTS,SEASHELLS,10004,2
166400,,,AMETHYSTS,SEASHELLS,9998,1
167100,,,AMETHYSTS,SEASHELLS,9996,1
167800,,,AMETHYSTS,SEASHELLS,9998,1
167900,,,AMETHYSTS,SEASHELLS,9998,1
168000,,,AMETHYSTS,SEASHELLS,10005,8
170200,,,AMETHYSTS,SEASHELLS,10002,3
171100,,,AMETHYSTS,SEASHELLS,10002,1
171400,,,AMETHYSTS,SEASHELLS,10002,5
171900,,,AMETHYSTS,SEASHELLS,10002,1
172100,,,AMETHYSTS,SEASHELLS,10002,1
172600,,,AMETHYSTS,SEASHELLS,9996,1
172700,,,AMETHYSTS,SEASHELLS,9998,3
173400,,,AMETHYSTS,SEASHELLS,9996,1
173400,,,AMETHYSTS,SEASHELLS,10002,1
173500,,,AMETHYSTS,SEASHELLS,9998,3
173900,,,AMETHYSTS,SEASHELLS,10005,9
174000,,,AMETHYSTS,SEASHELLS,9998,1
174300,,,AMETHYSTS,SEASHELLS,10002,1
175800,,,AMETHYSTS,SEASHELLS,10004,1
176000,,,AMETHYSTS,SEASHELLS,10002,1
176100,,,AMETHYSTS,SEASHELLS,10004,1
177600,,,AMETHYSTS,SEASHELLS,9998,1
177700,,,AMETHYSTS,SEASHELLS,9996,1
178000,,,AMETHYSTS,SEASHELLS,9998,1
179000,,,AMETHYSTS,SEASHELLS,10004,1
179300,,,AMETHYSTS,SEASHELLS,9998,2
179600,,,AMETHYSTS,SEASHELLS,9998,4
179800,,,AMETHYSTS,SEASHELLS,9995,8
179900,,,AMETHYSTS,SEASHELLS,9996,2
180100,,,AMETHYSTS,SEASHELLS,9998,3
180300,,,AMETHYSTS,SEASHELLS,9998,4
180500,,,AMETHYSTS,SEASHELLS,10002,3
180800,,,AMETHYSTS,SEASHELLS,10002,1
180900,,,AMETHYSTS,SEASHELLS,9998,1
181400,,,AMETHYSTS,SEASHELLS,10002,1
181500,,,AMETHYSTS,SEASHELLS,9998,2
181900,,,AMETHYSTS,SEASHELLS,10002,1
182000,,,AMETHYSTS,SEASHELLS,10002,1
182300,,,AMETHYSTS,SEASHELLS,9996,1
182500,,,AMETHYSTS,SEASHELLS,10002,4
183100,,,AMETHYSTS,SEASHELLS,10004,1
183900,,,AMETHYSTS,SEASHELLS,9995,6
184600,,,AMETHYSTS,SEASHELLS,9995,1
184800,,,AMETHYSTS,SEASHELLS,10002,5
184800,,,AMETHYSTS,SEASHELLS,10002,3
185400,,,AMETHYSTS,SEASHELLS,9996,1
185800,,,AMETHYSTS,SEASHELLS,9998,1
186300,,,AMETHYSTS,SEASHELLS,10004,1
186300,,,AMETHYSTS,SEASHELLS,10004,10
188000,,,AMETHYSTS,SEASHELLS,10002,1
188400,,,AMETHYSTS,SEASHELLS,9998,1
188500,,,AMETHYSTS,SEASHELLS,10002,1
189500,,,AMETHYSTS,SEASHELLS,10005,2
189500,,,AMETHYSTS,SEASHELLS,9998,1
189800,,,AMETHYSTS,SEASHELLS,10004,1
190800,,,AMETHYSTS,SEASHELLS,9998,5
190900,,,AMETHYSTS,SEASHELLS,10005,1
190900,,,AMETHYSTS,SEASHELLS,10002,1
191000,,,AMETHYSTS,SEASHELLS,10002,1
191400,,,AMETHYSTS,SEASHELLS,9998,1
191700,,,AMETHYSTS,SEASHELLS,10004,4
191700,,,AMETHYSTS,SEASHELLS,10004,2
192000,,,AMETHYSTS,SEASHELLS,10002,1
192100,,,AMETHYSTS,SEASHELLS,9998,1
192200,,,AMETHYSTS,SEASHELLS,9998,2
192400,,,AMETHYSTS,SEASHELLS,9998,1
192700,,,AMETHYSTS,SEASHELLS,9996,1
192700,,,AMETHYSTS,SEASHELLS,9996,5
193300,,,AMETHYSTS,SEASHELLS,10002,4
193300,,,AMETHYSTS,SEASHELLS,10002,1
193700,,,AMETHYSTS,SEASHELLS,9998,1
194400,,,AMETHYSTS,SEASHELLS,10002,2
195100,,,AMETHYSTS,SEASHELLS,10002,1
195100,,,AMETHYSTS,SEASHELLS,10002,4
195700,,,AMETHYSTS,SEASHELLS,10002,1
195800,,,AMETHYSTS,SEASHELLS,10004,1
196000,,,AMETHYSTS,SEASHELLS,10002,1
197300,,,AMETHYSTS,SEASHELLS,9996,1
197700,,,AMETHYSTS,SEASHELLS,10002,2
198500,,,AMETHYSTS,SEASHELLS,9998,2
198900,,,AMETHYSTS,SEASHELLS,10002,1
199000,,,AMETHYSTS,SEASHELLS,9996,2
199400,,,AMETHYSTS,SEASHELLS,10004,1
199500,,,AMETHYSTS,SEASHELLS,10002,1
199600,,,AMETHYSTS,SEASHELLS,10002,2
